NISN,Nama_Lengkap,Jenis_Kelamin,Usia,Kelas,Jurusan,Kehadiran_Persen,Rata_Nilai,Jumlah_Remedial,Peringkat_Kelas,Pernah_Tinggal_Kelas,Surat_Peringatan,Status_Ekstrakurikuler,Siswa_Bekerja,Status_Ortu,Jumlah_Saudara,Pendidikan_Tertinggi_Ortu,Pekerjaan_Ayah,Pekerjaan_Ibu,Penghasilan_Keluarga_Bulan,Pengeluaran_Keluarga_Bulan,Kepemilikan_Rumah,Kondisi_Rumah,Akses_Listrik,Sumber_Air_Bersih,Jarak_Ke_Sekolah_KM,Moda_Transportasi,Akses_Internet,Terdaftar_DTKS,Penerima_KIP,Penerima_PKH,Status_BPJS,Bantuan_Lokal_Daerah,Skor_Risiko,Status_Risiko,Skor_Kelayakan_Bansos,Kelayakan_Bansos,Rekomendasi_Bansos
8299146480,Dian Susanto,Laki-laki,15,9,-,79,75,0,10,0,0,Aktif,0,Lengkap,0,D3/S1,Karyawan Swasta,Pedagang,1800000,1700000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,3.4,Jalan Kaki,Wifi Rumah,1,0,1,PBI (Gratis),0,2,Rendah,6,Layak,Bansos Daerah
8588769565,Galih Utomo,Perempuan,14,8,-,92,71,1,11,0,0,Tidak Aktif,0,Lengkap,2,SMP,Petani,Buruh Harian,5300000,4400000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,2.0,Jalan Kaki,Tidak Ada,0,0,0,PBI (Gratis),0,1,Rendah,1,Tidak Layak,—
4518871744,Rina Suryadi,Laki-laki,15,9,-,91,63,3,19,0,0,Tidak Aktif,0,Lengkap,0,SD,Buruh Harian,Wiraswasta,6000000,6300000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,0.7,Jalan Kaki,Wifi Rumah,0,0,0,Mandiri Kelas 2/1,1,4,Rendah,1,Tidak Layak,—
9438411468,Ayu Puspita,Laki-laki,17,11,Kejuruan,89,73,1,5,0,0,Aktif,0,Lengkap,3,SMA/SMK,Wiraswasta,Ibu Rumah Tangga,1900000,1750000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sumur Pompa,4.6,Sepeda,Tidak Ada,1,1,1,Mandiri Kelas 3,0,4,Rendah,6,Layak,Bansos Daerah
9410288290,Lina Puspita,Perempuan,16,10,Kejuruan,77,61,5,15,0,0,Aktif,0,Lengkap,1,Tidak Sekolah,Karyawan Swasta,Ibu Rumah Tangga,5200000,5000000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,9.4,Sepeda,Paket Data,0,0,0,Tidak Punya,0,8,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
4070964768,Salsa Hidayat,Laki-laki,16,11,IPA,92,75,2,19,0,0,Tidak Aktif,0,Lengkap,0,SD,Buruh Harian,Buruh Harian,2900000,2950000,Numpang Keluarga,Tidak Layak Huni,PLN Mandiri,Sumur Pompa,3.9,Diantar Ortu,Paket Data,0,0,0,Mandiri Kelas 3,0,3,Rendah,5,Layak,Bansos Daerah
9916336966,Okta Sinaga,Perempuan,18,12,Kejuruan,94,76,2,19,0,0,Aktif,1,Lengkap,5,D3/S1,Buruh Harian,PNS,2300000,1850000,Sewa/Kontrak,Permanen,PLN Mandiri,Sumur Pompa,1.4,Sepeda,Paket Data,0,0,0,Mandiri Kelas 3,0,5,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
3693985578,Wulan Kusuma,Laki-laki,14,8,-,76,61,3,9,0,0,Tidak Aktif,0,Lengkap,1,D3/S1,PNS/TNI/Polri,Petani,4500000,3550000,Sewa/Kontrak,Semi Permanen,Nebeng Tetangga,Sumur Pompa,3.1,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 3,0,5,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
8612747444,Salsa Setiawan,Laki-laki,18,12,Kejuruan,83,61,2,11,0,0,Aktif,0,Lengkap,0,D3/S1,Petani,Ibu Rumah Tangga,2300000,2800000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sumur Pompa,0.9,Motor Pribadi,Paket Data,0,0,1,Mandiri Kelas 2/1,0,6,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
4361393222,Okta Nugroho,Perempuan,16,10,IPA,100,85,0,6,0,0,Tidak Aktif,0,Lengkap,1,D3/S1,Buruh Harian,Pedagang,11400000,10900000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,7.8,Diantar Ortu,Paket Data,0,0,0,Mandiri Kelas 3,1,2,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
2591589823,Reni Suryadi,Laki-laki,14,9,-,75,72,2,17,0,0,Tidak Aktif,0,Lengkap,0,SMA/SMK,Buruh Harian,PNS,600000,550000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,3.2,Angkutan Umum,Paket Data,1,0,0,Tidak Punya,0,5,Sedang,8,Sangat Layak,KIP Prioritas
2465576748,Yuli Wahyudi,Laki-laki,15,10,IPA,65,62,6,7,0,3,Aktif,1,Lengkap,2,SD,Buruh Harian,Wiraswasta,1400000,1000000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,0.6,Sepeda,Paket Data,0,0,0,Tidak Punya,1,12,Tinggi,4,Perlu Ditinjau,Verifikasi Lapangan
8943866829,Rendra Lubis,Perempuan,12,7,-,99,68,1,14,0,0,Tidak Aktif,0,Piatu,3,D3/S1,Wiraswasta,Meninggal,1900000,1850000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,2.3,Motor Pribadi,Tidak Ada,0,1,0,Tidak Punya,0,6,Sedang,6,Layak,Bansos Daerah
8826851692,Dewi Handoko,Perempuan,15,10,IPS,96,59,1,15,0,0,Aktif,0,Yatim,6,D3/S1,Buruh Harian,Ibu Rumah Tangga,3100000,3200000,Numpang Keluarga,Permanen,Nebeng Tetangga,Sumur Pompa,4.6,Angkutan Umum,Wifi Rumah,1,0,0,Tidak Punya,0,6,Sedang,9,Sangat Layak,KIP Prioritas
5748253283,Gilang Kurniawan,Laki-laki,13,7,-,78,72,4,19,0,0,Tidak Aktif,0,Cerai,1,D3/S1,Buruh Harian,Ibu Rumah Tangga,6000000,6200000,Numpang Keluarga,Semi Permanen,PLN Mandiri,PAM/PDAM,2.2,Angkutan Umum,Paket Data,0,0,0,Mandiri Kelas 3,0,4,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
9421518487,Shinta Suryadi,Perempuan,16,10,Kejuruan,82,83,2,1,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,Pedagang,Pedagang,2100000,2350000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,2.3,Angkutan Umum,Paket Data,0,0,0,Mandiri Kelas 3,0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
8854238082,Dewi Puspita,Laki-laki,14,7,-,70,72,2,13,1,2,Aktif,0,Cerai,2,SMP,Wiraswasta,Wiraswasta,700000,550000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,1.0,Diantar Ortu,Paket Data,1,0,0,Tidak Punya,0,9,Sedang,8,Sangat Layak,KIP Prioritas
4037867512,Bagas Wibowo,Laki-laki,13,8,-,84,100,1,1,0,0,Tidak Aktif,1,Yatim,0,D3/S1,Buruh Harian,Ibu Rumah Tangga,4300000,3650000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,5.0,Diantar Ortu,Paket Data,0,0,0,Mandiri Kelas 2/1,0,6,Sedang,5,Layak,Bansos Daerah
2870403050,Wulan Lestari,Perempuan,19,12,IPS,96,78,1,17,0,0,Tidak Aktif,0,Cerai,1,SMA/SMK,Petani,Ibu Rumah Tangga,4000000,4700000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.7,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
7371573279,Tiara Lubis,Perempuan,18,12,IPA,78,75,2,14,0,0,Aktif,0,Lengkap,1,S2/S3,Buruh Harian,Karyawan Swasta,400000,500000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,0.4,Motor Pribadi,Wifi Rumah,1,1,0,Tidak Punya,0,6,Sedang,7,Layak,Bansos Daerah
6447717367,Doni Wijaya,Perempuan,17,11,Kejuruan,93,61,4,14,1,0,Aktif,0,Lengkap,0,SD,Karyawan Swasta,Ibu Rumah Tangga,2100000,1600000,Numpang Keluarga,Semi Permanen,PLN Mandiri,PAM/PDAM,2.1,Angkutan Umum,Wifi Rumah,0,0,0,Tidak Punya,0,8,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
4658080160,Rina Sari,Perempuan,19,12,IPA,89,69,4,18,1,0,Tidak Aktif,0,Yatim,1,SMP,PNS/TNI/Polri,Petani,600000,550000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,7.3,Angkutan Umum,Paket Data,1,1,0,PBI (Gratis),0,11,Tinggi,10,Sangat Layak,PKH Prioritas
5667181604,Wahyu Wijaya,Perempuan,15,9,-,90,62,1,14,0,0,Tidak Aktif,0,Lengkap,3,SMP,Wiraswasta,Buruh Harian,1200000,950000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,2.1,Jalan Kaki,Paket Data,1,1,1,Tidak Punya,0,6,Sedang,5,Layak,Bansos Daerah
9081544414,Maya Lubis,Laki-laki,17,10,Kejuruan,78,44,5,28,0,0,Tidak Aktif,0,Lengkap,3,D3/S1,Tidak Bekerja,Buruh Harian,1000000,700000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,14.3,Diantar Ortu,Tidak Ada,0,0,0,Mandiri Kelas 2/1,0,13,Tinggi,4,Perlu Ditinjau,Verifikasi Lapangan
6922713963,Rina Utomo,Laki-laki,17,11,Kejuruan,80,85,1,6,0,0,Tidak Aktif,0,Lengkap,0,SD,Wiraswasta,Karyawan Swasta,4200000,3750000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Gali,4.4,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 2/1,0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
5418232833,Budi Firmansyah,Perempuan,16,9,-,63,66,2,20,0,1,Tidak Aktif,0,Lengkap,0,SD,PNS/TNI/Polri,Petani,2400000,1850000,Milik Sendiri,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Gali,4.1,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,9,Sedang,5,Layak,Bansos Daerah
8949781901,Tono Sinaga,Laki-laki,14,9,-,77,63,2,18,0,0,Aktif,0,Lengkap,0,S2/S3,Pedagang,Pedagang,700000,750000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,2.7,Diantar Ortu,Tidak Ada,0,0,0,Tidak Punya,0,8,Sedang,6,Layak,Bansos Daerah
6075963527,Arif Andini,Laki-laki,12,7,-,96,75,0,27,0,0,Tidak Aktif,0,Lengkap,3,Tidak Sekolah,Petani,Buruh Harian,4400000,4450000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,2.8,Sepeda,Paket Data,0,0,0,Tidak Punya,0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
6206015111,Yuli Permata,Laki-laki,18,12,IPS,73,79,2,9,0,2,Tidak Aktif,1,Lengkap,0,D3/S1,Meninggal,Buruh Harian,600000,450000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,2.4,Motor Pribadi,Paket Data,1,0,1,PBI (Gratis),0,8,Sedang,8,Sangat Layak,KIP Prioritas
8721631198,Putri Suryadi,Laki-laki,15,8,-,75,68,1,16,0,0,Tidak Aktif,0,Lengkap,2,SMP,Pedagang,Pedagang,2800000,1950000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,2.3,Jalan Kaki,Wifi Rumah,0,0,0,Mandiri Kelas 2/1,0,3,Rendah,3,Perlu Ditinjau,Verifikasi Lapangan
6756711494,Agus Saputra,Perempuan,15,8,-,91,72,1,10,0,0,Aktif,1,Lengkap,0,D3/S1,Petani,Ibu Rumah Tangga,1100000,1300000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,4.8,Motor Pribadi,Paket Data,1,1,0,Mandiri Kelas 3,0,6,Sedang,5,Layak,Bansos Daerah
9633533290,Bagas Utomo,Perempuan,18,11,IPA,88,82,2,8,0,0,Aktif,0,Lengkap,1,SMA/SMK,Karyawan Swasta,Ibu Rumah Tangga,1600000,1250000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,1.3,Jalan Kaki,Tidak Ada,0,0,0,Tidak Punya,0,2,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
5071897791,Ratna Kusuma,Perempuan,15,8,-,91,68,3,1,0,0,Aktif,0,Lengkap,1,D3/S1,Buruh Harian,Ibu Rumah Tangga,3200000,3400000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sumur Gali,1.1,Motor Pribadi,Paket Data,1,1,0,Mandiri Kelas 3,0,3,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
1367704871,Rizky Setiawan,Laki-laki,16,10,Kejuruan,71,76,2,13,1,2,Aktif,0,Cerai,2,D3/S1,PNS/TNI/Polri,Ibu Rumah Tangga,3300000,2950000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,1.1,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,6,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
8387664437,Nisa Wahyudi,Laki-laki,14,8,-,100,51,4,27,0,0,Aktif,0,Cerai,0,Tidak Sekolah,PNS/TNI/Polri,Buruh Harian,6400000,6700000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,18.9,Diantar Ortu,Paket Data,0,0,0,Mandiri Kelas 3,0,8,Sedang,1,Tidak Layak,—
4256292393,Wulan Sinaga,Laki-laki,17,11,IPS,70,56,4,21,1,2,Tidak Aktif,1,Lengkap,2,SD,Pedagang,Wiraswasta,2000000,1750000,Sewa/Kontrak,Permanen,Nebeng Tetangga,Sumur Pompa,4.8,Diantar Ortu,Tidak Ada,0,0,0,Mandiri Kelas 2/1,0,12,Tinggi,2,Perlu Ditinjau,Verifikasi Lapangan
8261111839,Shinta Kurniawan,Laki-laki,14,8,-,85,80,3,2,0,0,Tidak Aktif,0,Lengkap,0,SMP,Wiraswasta,Pedagang,2800000,2100000,Milik Sendiri,Permanen,Nebeng Tetangga,PAM/PDAM,3.9,Jalan Kaki,Paket Data,0,0,0,PBI (Gratis),1,1,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
7403028869,Ilham Hartono,Perempuan,16,10,IPA,82,56,2,15,0,0,Aktif,0,Lengkap,2,SMA/SMK,Buruh Harian,Karyawan Swasta,1500000,1250000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Gali,1.2,Angkutan Umum,Paket Data,1,1,1,Mandiri Kelas 2/1,0,4,Rendah,5,Layak,Bansos Daerah
4405620755,Rizky Siregar,Perempuan,13,7,-,70,76,3,1,0,1,Tidak Aktif,0,Yatim,3,D3/S1,Pedagang,Petani,2500000,2000000,Numpang Keluarga,Tidak Layak Huni,PLN Mandiri,PAM/PDAM,5.3,Jalan Kaki,Tidak Ada,0,0,0,Tidak Punya,0,10,Tinggi,8,Sangat Layak,KIP Prioritas
5694628398,Kurnia Sinaga,Perempuan,18,11,IPS,79,71,2,17,1,0,Aktif,0,Lengkap,0,SMA/SMK,PNS/TNI/Polri,Petani,3100000,2950000,Numpang Keluarga,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Gali,2.7,Jalan Kaki,Wifi Rumah,0,0,0,Tidak Punya,0,5,Sedang,5,Layak,Bansos Daerah
6246716604,Haris Wibowo,Laki-laki,13,7,-,84,68,4,9,0,0,Aktif,0,Lengkap,3,SMA/SMK,Karyawan Swasta,Petani,2000000,2150000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,3.6,Jalan Kaki,Paket Data,0,0,0,PBI (Gratis),0,5,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
3971203213,Wahyu Wahyudi,Perempuan,13,7,-,76,62,2,16,0,0,Aktif,0,Lengkap,1,SD,Wiraswasta,Ibu Rumah Tangga,500000,400000,Numpang Keluarga,Permanen,PLN Mandiri,Sungai/Tadah Hujan,1.2,Diantar Ortu,Paket Data,1,1,1,Tidak Punya,1,8,Sedang,7,Layak,Bansos Daerah
7792729530,Rendra Kusuma,Perempuan,12,7,-,94,84,1,7,0,0,Tidak Aktif,0,Lengkap,0,D3/S1,Pedagang,Ibu Rumah Tangga,2800000,1950000,Numpang Keluarga,Tidak Layak Huni,Nebeng Tetangga,PAM/PDAM,3.5,Diantar Ortu,Paket Data,0,1,0,Mandiri Kelas 2/1,1,2,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
7575259637,Indah Setiawan,Perempuan,15,9,-,82,95,0,10,0,0,Aktif,0,Yatim,1,D3/S1,Karyawan Swasta,Buruh Harian,2900000,2900000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Gali,2.0,Jalan Kaki,Paket Data,0,0,0,PBI (Gratis),0,3,Rendah,5,Layak,Bansos Daerah
6715705115,Joko Situmorang,Perempuan,18,12,IPA,69,76,2,11,0,2,Aktif,0,Yatim,0,SMP,Petani,Meninggal,1200000,1250000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sumur Gali,1.5,Jalan Kaki,Paket Data,1,0,1,PBI (Gratis),0,8,Sedang,10,Sangat Layak,KIP Prioritas
8313706299,Ratna Lubis,Laki-laki,16,9,-,68,77,2,14,0,1,Aktif,0,Lengkap,2,SMA/SMK,Tidak Bekerja,Ibu Rumah Tangga,700000,850000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,5.8,Sepeda,Paket Data,1,1,0,PBI (Gratis),0,8,Sedang,7,Layak,Bansos Daerah
6458544482,Andi Harahap,Laki-laki,17,12,Kejuruan,90,64,3,18,0,0,Tidak Aktif,0,Lengkap,2,SD,Pedagang,Ibu Rumah Tangga,7100000,7450000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,0.8,Motor Pribadi,Wifi Rumah,0,0,0,Tidak Punya,0,5,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
2079770569,Rafi Handoko,Laki-laki,13,7,-,67,57,3,25,1,1,Aktif,0,Lengkap,0,SMA/SMK,Karyawan Swasta,Karyawan Swasta,3200000,3100000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sumur Gali,5.0,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,8,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
6122110529,Siti Nugroho,Perempuan,18,11,IPS,87,72,3,11,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,Petani,Ibu Rumah Tangga,1800000,1850000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sumur Pompa,5.6,Sepeda,Wifi Rumah,0,0,0,PBI (Gratis),0,4,Rendah,5,Layak,Bansos Daerah
1795212538,Tegar Suryadi,Laki-laki,18,12,IPS,88,60,2,26,0,0,Tidak Aktif,0,Lengkap,3,SD,Buruh Harian,Wiraswasta,800000,1000000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.4,Angkutan Umum,Wifi Rumah,1,0,0,Tidak Punya,1,9,Sedang,9,Sangat Layak,KIP Prioritas
7374584386,Ayu Rahayu,Laki-laki,16,10,Kejuruan,73,49,3,11,1,2,Tidak Aktif,0,Lengkap,4,SMA/SMK,Pedagang,Pedagang,1100000,1300000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,1.4,Sepeda,Tidak Ada,0,0,0,Mandiri Kelas 2/1,0,14,Tinggi,6,Layak,Bansos Daerah
6128695961,Doni Suryadi,Laki-laki,15,10,IPA,93,83,0,12,0,0,Tidak Aktif,0,Lengkap,1,SMP,Wiraswasta,PNS,6200000,5500000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,PAM/PDAM,2.5,Diantar Ortu,Paket Data,0,0,0,Tidak Punya,1,1,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
6272000062,Rafi Rahayu,Laki-laki,13,8,-,65,84,2,3,0,3,Aktif,0,Lengkap,5,SMA/SMK,Pedagang,Petani,2400000,2000000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sungai/Tadah Hujan,3.9,Angkutan Umum,Tidak Ada,0,0,1,Tidak Punya,0,7,Sedang,5,Layak,Bansos Daerah
6065662867,Nanda Susanto,Perempuan,18,12,Kejuruan,87,61,3,14,0,0,Aktif,0,Piatu,1,SMA/SMK,Tidak Bekerja,Pedagang,1400000,1200000,Numpang Keluarga,Permanen,PLN Mandiri,PAM/PDAM,2.6,Motor Pribadi,Wifi Rumah,1,1,0,PBI (Gratis),0,8,Sedang,8,Sangat Layak,PKH Prioritas
9650701349,Okta Firmansyah,Perempuan,18,11,IPS,83,76,0,13,0,0,Tidak Aktif,1,Lengkap,1,Tidak Sekolah,Pedagang,Petani,3300000,3300000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,4.4,Angkutan Umum,Paket Data,0,0,0,Tidak Punya,0,4,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
3294092753,Nisa Firmansyah,Laki-laki,16,9,-,82,86,2,9,0,0,Tidak Aktif,0,Yatim,3,D3/S1,Pedagang,Pedagang,1100000,1250000,Milik Sendiri,Permanen,Nebeng Tetangga,Sumur Pompa,14.7,Angkutan Umum,Wifi Rumah,0,0,0,PBI (Gratis),1,10,Tinggi,7,Layak,Bansos Daerah
2178158203,Reni Utomo,Laki-laki,13,7,-,71,75,4,14,0,3,Tidak Aktif,0,Cerai,1,SMA/SMK,Petani,Petani,7300000,7300000,Sewa/Kontrak,Permanen,PLN Mandiri,Sumur Pompa,1.9,Sepeda,Paket Data,0,0,0,Mandiri Kelas 2/1,0,4,Rendah,1,Tidak Layak,—
5184564874,Nanda Hartono,Laki-laki,14,8,-,73,57,2,11,1,1,Tidak Aktif,0,Lengkap,1,SMP,Wiraswasta,Ibu Rumah Tangga,6400000,4700000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Gali,0.6,Motor Pribadi,Paket Data,0,0,0,Mandiri Kelas 2/1,0,6,Sedang,1,Tidak Layak,—
7671625956,Siti Permata,Laki-laki,16,10,Kejuruan,100,69,2,21,1,0,Tidak Aktif,0,Cerai,1,SD,Buruh Harian,Buruh Harian,1500000,1700000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,6.3,Diantar Ortu,Wifi Rumah,1,1,1,PBI (Gratis),0,9,Sedang,6,Layak,Bansos Daerah
3108307952,Shinta Siregar,Laki-laki,15,9,-,97,90,0,1,0,0,Tidak Aktif,0,Lengkap,3,D3/S1,Wiraswasta,Buruh Harian,1300000,1500000,Numpang Keluarga,Permanen,Tidak Ada,Sumur Pompa,13.6,Jalan Kaki,Tidak Ada,1,1,1,Tidak Punya,0,8,Sedang,5,Layak,Bansos Daerah
4748302739,Hendra Wahyudi,Laki-laki,15,9,-,92,76,2,7,0,0,Tidak Aktif,0,Lengkap,3,D3/S1,Tidak Bekerja,Karyawan Swasta,400000,300000,Numpang Keluarga,Tidak Layak Huni,PLN Mandiri,PAM/PDAM,4.3,Jalan Kaki,Wifi Rumah,1,0,1,Mandiri Kelas 3,1,7,Sedang,11,Sangat Layak,KIP Prioritas
7760554363,Tegar Permata,Laki-laki,13,7,-,94,80,0,12,0,0,Tidak Aktif,0,Lengkap,1,SMP,Tidak Bekerja,Karyawan Swasta,600000,650000,Milik Sendiri,Permanen,PLN Mandiri,Sungai/Tadah Hujan,1.1,Motor Pribadi,Paket Data,1,1,1,PBI (Gratis),0,4,Rendah,7,Layak,Bansos Daerah
7311011808,Arif Siregar,Perempuan,19,12,IPS,93,77,1,9,0,0,Aktif,0,Yatim Piatu,1,SMP,Pedagang,Pedagang,700000,650000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,2.7,Angkutan Umum,Tidak Ada,1,1,1,Tidak Punya,0,7,Sedang,10,Sangat Layak,—
7186766399,Fajar Santoso,Perempuan,17,10,Kejuruan,80,61,4,18,0,0,Tidak Aktif,0,Lengkap,1,SD,Karyawan Swasta,Ibu Rumah Tangga,2400000,2950000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sungai/Tadah Hujan,1.1,Angkutan Umum,Tidak Ada,0,0,0,Mandiri Kelas 2/1,0,9,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
5515628633,Rafi Siregar,Laki-laki,18,11,IPA,84,64,4,5,0,0,Aktif,0,Lengkap,1,SMA/SMK,Karyawan Swasta,Karyawan Swasta,1600000,1900000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,PAM/PDAM,5.4,Diantar Ortu,Tidak Ada,1,0,1,Mandiri Kelas 2/1,0,9,Sedang,7,Layak,Bansos Daerah
3051831252,Dewi Lestari,Laki-laki,15,9,-,67,77,2,12,0,1,Aktif,0,Piatu,0,SD,Petani,Buruh Harian,700000,700000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,0.9,Motor Pribadi,Paket Data,1,1,1,Mandiri Kelas 3,0,9,Sedang,10,Sangat Layak,—
4530959836,Fandi Sari,Perempuan,14,7,-,83,83,1,9,0,0,Tidak Aktif,1,Lengkap,2,SMP,PNS/TNI/Polri,Wiraswasta,1700000,1850000,Numpang Keluarga,Permanen,PLN Mandiri,PAM/PDAM,2.3,Jalan Kaki,Wifi Rumah,0,0,0,Tidak Punya,0,4,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
7015992643,Rafi Utomo,Laki-laki,16,11,IPS,97,87,0,4,0,0,Aktif,0,Cerai,1,SMA/SMK,Petani,PNS,3200000,3900000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.2,Motor Pribadi,Wifi Rumah,0,0,0,PBI (Gratis),0,2,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
9908115095,Reni Sari,Perempuan,17,12,IPS,76,61,2,6,1,0,Aktif,0,Cerai,1,SMA/SMK,Pedagang,Ibu Rumah Tangga,3300000,3250000,Milik Sendiri,Semi Permanen,PLN Mandiri,PAM/PDAM,3.4,Angkutan Umum,Paket Data,0,0,0,PBI (Gratis),0,7,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
1230249217,Tiara Handoko,Perempuan,17,10,IPA,95,78,1,9,0,0,Aktif,0,Yatim,0,SMP,Petani,Wiraswasta,400000,350000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,2.2,Jalan Kaki,Paket Data,1,1,1,Mandiri Kelas 3,0,7,Sedang,11,Sangat Layak,—
2304963614,Ayu Suryadi,Laki-laki,19,12,Kejuruan,85,88,0,6,0,0,Tidak Aktif,1,Yatim Piatu,0,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,1900000,2150000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,3.5,Jalan Kaki,Wifi Rumah,1,1,1,PBI (Gratis),0,6,Sedang,8,Sangat Layak,—
